epoch,train_loss,validation_loss,lr,gpu_utillization,per_epoch_time
0,7.308142e+02,,5.000000e-07,100.00,101.608
1,6.743225e+02,,3.380000e-05,100.00,15.381
2,4.688129e+02,,6.710000e-05,100.00,14.147
3,2.901259e+02,,1.004000e-04,100.00,13.893
4,4.178430e+02,,1.337000e-04,100.00,13.888
5,4.120294e+02,,1.670000e-04,100.00,13.887
6,2.763608e+02,,2.003000e-04,100.00,13.873
7,2.667972e+02,,2.336000e-04,100.00,13.872
8,2.633365e+02,,2.669000e-04,100.00,13.872
9,1.400300e+02,,3.002000e-04,100.00,13.885
10,1.670609e+02,,3.335000e-04,100.00,13.885
11,1.515268e+02,,3.668000e-04,100.00,13.886
12,1.193957e+02,,4.001000e-04,100.00,13.885
13,1.023689e+02,,4.334000e-04,100.00,13.877
14,9.058761e+01,,4.667000e-04,100.00,13.877
15,8.579664e+01,,5.000000e-04,100.00,13.882
16,7.587729e+01,,4.998766e-04,100.00,13.882
17,5.657316e+01,,4.995067e-04,100.00,13.880
18,6.199344e+01,,4.988905e-04,100.00,13.879
19,4.685333e+01,,4.980287e-04,100.00,13.882
20,4.101858e+01,,4.969221e-04,100.00,13.879
21,4.324762e+01,,4.955718e-04,100.00,13.885
22,3.486483e+01,,4.939792e-04,100.00,13.801
23,3.181553e+01,,4.921458e-04,100.00,13.763
24,3.035368e+01,,4.900734e-04,100.00,13.764
25,2.690146e+01,,4.877641e-04,100.00,13.444
26,2.687320e+01,,4.852202e-04,100.00,13.409
27,2.428269e+01,,4.824441e-04,100.00,13.408
28,2.291229e+01,,4.794387e-04,100.00,13.411
29,2.084293e+01,,4.762068e-04,100.00,13.416
30,1.976615e+01,,4.727516e-04,100.00,13.576
31,1.883169e+01,,4.690767e-04,100.00,13.561
32,1.793174e+01,,4.651855e-04,100.00,13.554
33,1.709921e+01,,4.610820e-04,100.00,13.650
34,1.611972e+01,,4.567701e-04,100.00,13.567
35,1.521662e+01,,4.522542e-04,100.00,13.561
36,1.500810e+01,,4.475388e-04,100.00,13.586
37,1.468781e+01,,4.426283e-04,100.00,13.582
38,1.403776e+01,,4.375278e-04,100.00,13.456
39,1.373380e+01,,4.322422e-04,100.00,13.414
40,1.280490e+01,,4.267767e-04,100.00,13.740
41,1.271881e+01,,4.211368e-04,100.00,13.875
42,1.227254e+01,,4.153280e-04,100.00,13.811
43,1.151130e+01,,4.093560e-04,100.00,13.776
44,1.211030e+01,,4.032268e-04,100.00,13.777
45,1.110169e+01,,3.969463e-04,100.00,13.781
46,1.047030e+01,,3.905208e-04,100.00,13.776
47,1.023625e+01,,3.839567e-04,100.00,13.781
48,1.028839e+01,,3.772604e-04,100.00,13.771
49,1.118284e+01,1.158889e+01,3.704384e-04,4.00,31.268
50,1.080571e+01,,3.634976e-04,100.00,13.953
51,9.848030e+00,,3.564448e-04,100.00,13.802
52,9.874055e+00,,3.492870e-04,100.00,13.863
53,1.030599e+01,,3.420311e-04,100.00,13.799
54,9.424724e+00,,3.346845e-04,100.00,13.764
55,9.673482e+00,,3.272542e-04,100.00,13.768
56,9.343975e+00,,3.197478e-04,100.00,13.760
57,9.378023e+00,,3.121725e-04,100.00,13.762
58,9.245173e+00,,3.045358e-04,100.00,13.759
59,9.093243e+00,,2.968453e-04,100.00,13.793
60,8.637020e+00,,2.891086e-04,100.00,13.897
61,8.773040e+00,,2.813333e-04,100.00,13.757
62,8.722165e+00,,2.735271e-04,100.00,13.757
63,8.453588e+00,,2.656976e-04,100.00,13.759
64,8.337159e+00,,2.578527e-04,100.00,13.774
65,7.670644e+00,,2.500000e-04,100.00,13.823
66,7.761241e+00,,2.421473e-04,100.00,13.762
67,8.494041e+00,,2.343024e-04,100.00,13.746
68,7.556124e+00,,2.264729e-04,100.00,13.736
69,8.266585e+00,,2.186667e-04,100.00,13.725
70,7.581784e+00,,2.108914e-04,100.00,13.731
71,7.781034e+00,,2.031547e-04,100.00,13.726
72,7.296225e+00,,1.954642e-04,100.00,13.728
73,7.329938e+00,,1.878275e-04,100.00,13.732
74,7.536465e+00,,1.802522e-04,100.00,13.739
75,6.962095e+00,,1.727458e-04,100.00,13.735
76,7.232892e+00,,1.653155e-04,100.00,13.731
77,7.170870e+00,,1.579689e-04,100.00,13.729
78,6.969645e+00,,1.507130e-04,100.00,13.628
79,6.974094e+00,,1.435552e-04,100.00,13.561
80,6.915548e+00,,1.365024e-04,100.00,13.559
81,6.859690e+00,,1.295616e-04,100.00,13.729
82,6.664821e+00,,1.227396e-04,100.00,13.740
83,6.747459e+00,,1.160433e-04,100.00,13.741
84,6.674695e+00,,1.094792e-04,100.00,13.757
85,6.528585e+00,,1.030537e-04,100.00,13.945
86,6.402826e+00,,9.677324e-05,100.00,14.016
87,6.516469e+00,,9.064400e-05,100.00,13.843
88,6.285430e+00,,8.467203e-05,100.00,13.847
89,6.348278e+00,,7.886322e-05,100.00,13.840
90,6.424161e+00,,7.322330e-05,100.00,13.600
91,6.352016e+00,,6.775784e-05,100.00,13.562
92,6.248564e+00,,6.247223e-05,100.00,13.562
93,6.294993e+00,,5.737169e-05,100.00,13.559
94,6.276803e+00,,5.246125e-05,100.00,13.559
95,6.321949e+00,,4.774575e-05,100.00,13.561
96,6.272811e+00,,4.322986e-05,100.00,13.562
97,6.331455e+00,,3.891802e-05,100.00,13.560
98,6.248220e+00,,3.481449e-05,100.00,13.557
99,6.107772e+00,6.098198e+00,3.092333e-05,65.00,16.297
100,6.215951e+00,,2.724837e-05,100.00,13.790
