epoch,train_loss,validation_loss,lr,gpu_utillization,per_epoch_time
0,7.501755e+02,,5.000000e-07,100.00,109.889
1,6.288066e+02,,1.004000e-04,100.00,14.909
2,4.085615e+02,,2.003000e-04,100.00,13.659
3,6.537649e+02,,3.002000e-04,100.00,13.387
4,4.049987e+02,,4.001000e-04,100.00,13.386
5,3.189342e+02,,5.000000e-04,100.00,13.389
6,2.902983e+02,,4.877641e-04,100.00,13.390
7,1.431750e+02,,4.522542e-04,100.00,13.388
8,1.992266e+02,,3.969463e-04,100.00,13.391
9,1.120471e+02,,3.272542e-04,100.00,13.393
10,1.276435e+02,,2.500000e-04,100.00,13.392
11,9.158766e+01,,1.727458e-04,100.00,13.390
12,6.659409e+01,,1.030537e-04,100.00,13.390
13,7.024478e+01,,4.774575e-05,100.00,13.384
14,7.085017e+01,,1.223587e-05,100.00,13.387
15,6.688781e+01,,5.000000e-04,100.00,13.386
16,8.737522e+01,,4.969221e-04,100.00,13.385
17,6.568708e+01,,4.877641e-04,100.00,13.385
18,5.300503e+01,,4.727516e-04,100.00,13.385
19,5.665531e+01,4.767741e+01,4.522542e-04,1.00,33.270
20,4.337334e+01,,4.267767e-04,100.00,13.558
21,3.883757e+01,,3.969463e-04,100.00,13.680
22,3.719852e+01,,3.634976e-04,100.00,13.877
23,3.180357e+01,,3.272542e-04,100.00,13.840
24,3.028784e+01,,2.891086e-04,100.00,13.860
25,2.752976e+01,,2.500000e-04,100.00,13.841
26,2.495936e+01,,2.108914e-04,100.00,13.843
27,2.426725e+01,,1.727458e-04,100.00,13.828
28,2.198336e+01,,1.365024e-04,100.00,13.832
29,2.207424e+01,,1.030537e-04,100.00,13.824
30,2.030294e+01,,7.322330e-05,100.00,13.822
31,2.025316e+01,,4.774575e-05,100.00,13.828
32,2.022184e+01,,2.724837e-05,100.00,13.824
33,1.974786e+01,,1.223587e-05,100.00,13.827
34,1.978677e+01,,3.077915e-06,100.00,13.822
35,2.724409e+01,,5.000000e-04,100.00,13.817
36,2.908776e+01,,4.992293e-04,100.00,13.817
37,2.431869e+01,,4.969221e-04,100.00,13.817
38,2.059870e+01,,4.930925e-04,100.00,13.816
39,1.973073e+01,1.487662e+01,4.877641e-04,53.00,16.502
40,1.774168e+01,,4.809699e-04,100.00,13.811
41,1.614292e+01,,4.727516e-04,100.00,13.805
42,1.544296e+01,,4.631600e-04,100.00,13.803
43,1.563072e+01,,4.522542e-04,100.00,13.810
44,1.313933e+01,,4.401015e-04,100.00,13.815
45,1.343795e+01,,4.267767e-04,100.00,13.816
46,1.244674e+01,,4.123620e-04,100.00,13.824
47,1.169578e+01,,3.969463e-04,100.00,13.853
48,1.172581e+01,,3.806246e-04,100.00,13.886
49,1.070046e+01,,3.634976e-04,100.00,13.882
50,1.104432e+01,,3.456709e-04,100.00,13.882
51,9.854988e+00,,3.272542e-04,100.00,13.882
52,1.018584e+01,,3.083613e-04,100.00,13.884
53,9.282178e+00,,2.891086e-04,100.00,13.881
54,9.451197e+00,,2.696148e-04,100.00,13.883
55,8.913186e+00,,2.500000e-04,100.00,13.884
56,8.996309e+00,,2.303852e-04,100.00,13.887
57,8.650449e+00,,2.108914e-04,100.00,13.893
58,8.430882e+00,,1.916387e-04,100.00,13.892
59,8.268534e+00,8.275362e+00,1.727458e-04,14.00,16.408
60,7.996452e+00,,1.543291e-04,100.00,13.901
61,7.916552e+00,,1.365024e-04,100.00,13.902
62,7.917166e+00,,1.193754e-04,100.00,13.895
63,7.944947e+00,,1.030537e-04,100.00,13.893
64,7.799090e+00,,8.763799e-05,100.00,13.897
65,7.764125e+00,,7.322330e-05,100.00,13.899
66,7.678211e+00,,5.989851e-05,100.00,13.899
67,7.832784e+00,,4.774575e-05,100.00,13.898
68,7.672595e+00,,3.683996e-05,100.00,13.899
69,7.631718e+00,,2.724837e-05,100.00,13.899
70,7.529344e+00,,1.903012e-05,100.00,13.895
71,7.686653e+00,,1.223587e-05,100.00,13.897
72,7.765400e+00,,6.907520e-06,100.00,13.894
73,7.681886e+00,,3.077915e-06,100.00,13.897
74,7.614795e+00,,7.706666e-07,100.00,13.896
75,7.945245e+00,,5.000000e-04,100.00,13.893
76,1.554002e+01,,4.998073e-04,100.00,13.895
77,1.126543e+01,,4.992293e-04,100.00,13.871
78,1.265059e+01,,4.982671e-04,100.00,13.815
79,1.450014e+01,8.094026e+00,4.969221e-04,84.00,16.268
80,8.402018e+00,,4.951963e-04,100.00,13.820
81,1.278773e+01,,4.930925e-04,100.00,13.811
82,1.461187e+01,,4.906138e-04,100.00,13.813
83,1.707041e+01,,4.877641e-04,100.00,13.816
84,2.227306e+01,,4.845478e-04,100.00,13.820
85,2.026489e+01,,4.809699e-04,100.00,13.823
86,1.752195e+01,,4.770358e-04,100.00,13.823
87,2.843261e+01,,4.727516e-04,100.00,13.818
88,1.329933e+01,,4.681240e-04,100.00,13.826
89,8.740123e+00,,4.631600e-04,100.00,13.827
90,1.142622e+01,,4.578674e-04,100.00,13.806
91,1.178766e+01,,4.522542e-04,100.00,13.795
92,1.212939e+01,,4.463292e-04,100.00,13.799
93,9.359091e+00,,4.401015e-04,100.00,13.799
94,1.066235e+01,,4.335806e-04,100.00,13.799
95,1.029011e+01,,4.267767e-04,100.00,13.802
96,6.514670e+00,,4.197002e-04,100.00,13.798
97,8.705641e+00,,4.123620e-04,100.00,13.802
98,8.183984e+00,,4.047735e-04,100.00,13.800
99,8.112851e+00,6.251228e+00,3.969463e-04,18.00,16.257
100,6.773869e+00,,3.888926e-04,100.00,13.811
101,8.330683e+00,,3.806246e-04,100.00,13.835
102,8.912328e+00,,3.721553e-04,100.00,13.835
103,8.462770e+00,,3.634976e-04,100.00,13.840
104,6.897723e+00,,3.546649e-04,100.00,13.838
105,7.774714e+00,,3.456709e-04,100.00,13.838
106,9.179403e+00,,3.365293e-04,100.00,13.826
107,8.625241e+00,,3.272542e-04,100.00,13.828
108,1.020382e+01,,3.178601e-04,100.00,13.838
109,1.156291e+01,,3.083613e-04,100.00,13.832
110,9.445719e+00,,2.987726e-04,100.00,13.839
111,8.086169e+00,,2.891086e-04,100.00,13.837
112,9.344483e+00,,2.793843e-04,100.00,13.839
113,8.988758e+00,,2.696148e-04,100.00,13.836
114,8.434527e+00,,2.598150e-04,100.00,13.833
115,8.799166e+00,,2.500000e-04,100.00,13.828
116,8.171957e+00,,2.401850e-04,100.00,13.832
117,7.090369e+00,,2.303852e-04,100.00,13.817
118,7.223160e+00,,2.206157e-04,100.00,13.812
119,7.370904e+00,7.884696e+00,2.108914e-04,15.00,16.126
120,6.902959e+00,,2.012274e-04,100.00,13.812
121,5.874812e+00,,1.916387e-04,100.00,13.802
122,5.691834e+00,,1.821399e-04,100.00,13.800
123,6.028496e+00,,1.727458e-04,100.00,13.796
124,5.908373e+00,,1.634707e-04,100.00,13.802
125,5.505241e+00,,1.543291e-04,100.00,13.811
126,5.185607e+00,,1.453351e-04,100.00,13.801
127,4.851774e+00,,1.365024e-04,100.00,13.803
128,4.916069e+00,,1.278447e-04,100.00,13.803
129,4.753423e+00,,1.193754e-04,100.00,13.805
130,4.616317e+00,,1.111074e-04,100.00,13.803
131,4.441751e+00,,1.030537e-04,100.00,13.808
132,4.302869e+00,,9.522651e-05,100.00,13.808
133,4.194511e+00,,8.763799e-05,100.00,13.842
134,4.123064e+00,,8.029981e-05,100.00,13.971
135,4.013356e+00,,7.322330e-05,100.00,13.971
136,4.030802e+00,,6.641937e-05,100.00,13.978
137,4.003128e+00,,5.989851e-05,100.00,13.892
138,3.977633e+00,,5.367077e-05,100.00,13.931
139,3.929228e+00,4.164900e+00,4.774575e-05,74.00,16.254
140,3.881193e+00,,4.213260e-05,100.00,13.804
141,3.956049e+00,,3.683996e-05,100.00,13.804
142,3.954676e+00,,3.187600e-05,100.00,13.800
143,3.928651e+00,,2.724837e-05,100.00,13.801
144,3.910696e+00,,2.296421e-05,100.00,13.797
145,3.907831e+00,,1.903012e-05,100.00,13.796
146,3.866091e+00,,1.545217e-05,100.00,13.798
147,3.871390e+00,,1.223587e-05,100.00,13.796
148,3.835321e+00,,9.386191e-06,100.00,13.795
149,3.913706e+00,,6.907520e-06,100.00,13.799
150,3.914127e+00,,4.803680e-06,100.00,13.796
151,3.830184e+00,,3.077915e-06,100.00,13.818
152,3.894329e+00,,1.732886e-06,100.00,13.817
153,3.876776e+00,,7.706666e-07,100.00,13.815
154,3.800234e+00,,1.927409e-07,100.00,13.816
155,5.142719e+00,,5.000000e-04,100.00,13.806
156,1.154844e+01,,4.999518e-04,100.00,13.806
157,3.087580e+01,,4.998073e-04,100.00,13.805
158,2.384934e+01,,4.995664e-04,100.00,13.806
159,4.786824e+01,4.967492e+00,4.992293e-04,13.00,16.122
160,2.502286e+01,,4.987962e-04,100.00,13.806
161,6.022733e+01,,4.982671e-04,100.00,13.809
162,2.548935e+01,,4.976423e-04,100.00,13.811
163,3.653409e+01,,4.969221e-04,100.00,13.811
164,2.321690e+01,,4.961066e-04,100.00,13.810
165,4.515524e+01,,4.951963e-04,100.00,13.809
166,2.381435e+01,,4.941915e-04,100.00,13.813
167,4.582482e+01,,4.930925e-04,100.00,13.807
168,2.715309e+01,,4.918998e-04,100.00,13.812
169,3.202715e+01,,4.906138e-04,100.00,13.810
170,4.840018e+01,,4.892351e-04,100.00,13.822
171,2.471593e+01,,4.877641e-04,100.00,13.816
172,3.246469e+01,,4.862015e-04,100.00,13.821
173,1.827742e+01,,4.845478e-04,100.00,13.819
174,2.585714e+01,,4.828037e-04,100.00,13.820
175,2.119908e+01,,4.809699e-04,100.00,13.819
176,1.554544e+01,,4.790470e-04,100.00,13.820
177,1.815220e+01,,4.770358e-04,100.00,13.820
178,1.301508e+01,,4.749371e-04,100.00,13.806
179,1.223377e+01,1.765849e+01,4.727516e-04,17.00,16.126
180,1.236678e+01,,4.704803e-04,100.00,13.800
181,1.769656e+01,,4.681240e-04,100.00,13.801
182,1.183046e+01,,4.656836e-04,100.00,13.800
183,1.275582e+01,,4.631600e-04,100.00,13.800
184,1.561790e+01,,4.605543e-04,100.00,13.797
