epoch,train_loss,validation_loss,lr,gpu_utillization,per_epoch_time
0,3.871136e+02,,8.000000e-07,100.00,87.886
1,3.709073e+02,,8.792000e-06,100.00,14.312
2,3.463152e+02,,1.678400e-05,100.00,14.146
3,3.039736e+02,,2.477600e-05,100.00,13.880
4,2.587995e+02,,3.276800e-05,100.00,13.874
5,2.430719e+02,,4.076000e-05,100.00,13.881
6,2.533023e+02,,4.875200e-05,100.00,13.873
7,2.271499e+02,,5.674400e-05,100.00,13.884
8,1.952260e+02,,6.473600e-05,100.00,13.889
9,1.800783e+02,,7.272800e-05,100.00,14.045
10,1.879604e+02,,8.072000e-05,100.00,13.880
11,1.848445e+02,,8.871200e-05,100.00,13.881
12,1.608150e+02,,9.670400e-05,100.00,13.876
13,1.615053e+02,,1.046960e-04,100.00,13.873
14,1.498231e+02,,1.126880e-04,100.00,13.873
15,1.359550e+02,,1.206800e-04,100.00,13.874
16,1.321601e+02,,1.286720e-04,100.00,13.878
17,1.274273e+02,,1.366640e-04,100.00,14.036
18,1.163539e+02,,1.446560e-04,100.00,13.880
19,1.188524e+02,,1.526480e-04,100.00,13.878
20,1.109344e+02,,1.606400e-04,100.00,13.882
21,1.057359e+02,,1.686320e-04,100.00,13.883
22,9.764477e+01,,1.766240e-04,100.00,13.880
23,9.431028e+01,,1.846160e-04,100.00,13.879
24,8.744583e+01,,1.926080e-04,100.00,13.883
25,8.908468e+01,,2.006000e-04,100.00,13.876
26,8.536909e+01,,2.085920e-04,100.00,13.877
27,8.129471e+01,,2.165840e-04,100.00,13.877
28,7.900733e+01,,2.245760e-04,100.00,13.876
29,7.612327e+01,,2.325680e-04,100.00,13.877
30,7.405719e+01,,2.405600e-04,100.00,13.876
31,7.015475e+01,,2.485520e-04,100.00,13.878
32,6.564124e+01,,2.565440e-04,100.00,13.964
33,6.378166e+01,,2.645360e-04,100.00,13.878
34,6.391185e+01,,2.725280e-04,100.00,13.874
35,6.056818e+01,,2.805200e-04,100.00,13.881
36,5.727372e+01,,2.885120e-04,100.00,14.041
37,5.637999e+01,,2.965040e-04,100.00,13.981
38,5.473142e+01,,3.044960e-04,100.00,14.041
39,5.114566e+01,,3.124880e-04,100.00,14.005
40,5.001998e+01,,3.204800e-04,100.00,13.999
41,4.878457e+01,,3.284720e-04,100.00,14.040
42,5.028658e+01,,3.364640e-04,100.00,14.039
43,4.699469e+01,,3.444560e-04,100.00,14.034
44,4.336534e+01,,3.524480e-04,100.00,13.874
45,4.580659e+01,,3.604400e-04,100.00,13.873
46,4.455793e+01,,3.684320e-04,100.00,13.894
47,3.822012e+01,,3.764240e-04,100.00,13.875
48,3.926605e+01,,3.844160e-04,100.00,13.881
49,4.525142e+01,,3.924080e-04,100.00,13.883
50,3.706812e+01,,4.004000e-04,100.00,13.886
51,4.186350e+01,,4.083920e-04,100.00,13.886
52,3.900264e+01,,4.163840e-04,100.00,13.880
53,3.745812e+01,,4.243760e-04,100.00,13.882
54,4.081108e+01,,4.323680e-04,100.00,13.892
55,3.654868e+01,,4.403600e-04,100.00,13.890
56,3.218179e+01,,4.483520e-04,100.00,13.890
57,3.365850e+01,,4.563440e-04,100.00,13.889
58,3.600486e+01,,4.643360e-04,100.00,14.048
59,3.500155e+01,,4.723280e-04,100.00,14.062
60,3.056095e+01,,4.803200e-04,100.00,14.063
61,2.825523e+01,,4.883120e-04,100.00,14.058
62,3.123183e+01,,4.963040e-04,100.00,14.064
63,3.076004e+01,,5.042960e-04,100.00,14.066
64,2.973697e+01,,5.122880e-04,100.00,14.057
65,2.488529e+01,,5.202800e-04,100.00,14.059
66,2.827593e+01,,5.282720e-04,100.00,14.069
67,2.460824e+01,,5.362640e-04,100.00,14.070
68,2.377963e+01,,5.442560e-04,100.00,14.068
69,3.084091e+01,,5.522480e-04,100.00,14.073
70,2.014995e+01,,5.602400e-04,100.00,14.085
71,2.588300e+01,,5.682320e-04,100.00,14.229
72,2.507383e+01,,5.762240e-04,100.00,14.030
73,2.204138e+01,,5.842160e-04,100.00,14.037
74,2.349560e+01,,5.922080e-04,100.00,13.885
75,2.513854e+01,,6.002000e-04,100.00,13.889
76,2.595075e+01,,6.081920e-04,100.00,13.898
77,2.266071e+01,,6.161840e-04,100.00,13.890
78,2.347052e+01,,6.241760e-04,100.00,13.889
79,1.982527e+01,,6.321680e-04,100.00,13.887
80,2.031575e+01,,6.401600e-04,100.00,13.893
81,2.463609e+01,,6.481520e-04,100.00,13.889
82,1.777724e+01,,6.561440e-04,100.00,13.888
83,2.137029e+01,,6.641360e-04,100.00,13.890
84,1.836868e+01,,6.721280e-04,100.00,13.889
85,2.020959e+01,,6.801200e-04,100.00,13.891
86,1.950684e+01,,6.881120e-04,100.00,13.887
87,1.795543e+01,,6.961040e-04,100.00,13.890
88,2.052989e+01,,7.040960e-04,100.00,13.891
89,1.783110e+01,,7.120880e-04,100.00,13.893
90,1.744621e+01,,7.200800e-04,100.00,13.889
91,1.640118e+01,,7.280720e-04,100.00,13.888
92,1.747461e+01,,7.360640e-04,100.00,13.888
93,1.724235e+01,,7.440560e-04,100.00,13.891
94,1.754757e+01,,7.520480e-04,100.00,13.887
95,1.588221e+01,,7.600400e-04,100.00,13.892
96,1.713161e+01,,7.680320e-04,100.00,13.889
97,1.458136e+01,,7.760240e-04,100.00,13.891
98,1.630231e+01,,7.840160e-04,100.00,13.891
99,1.428861e+01,1.426696e+01,7.920080e-04,31.00,29.215
100,1.406578e+01,,8.000000e-04,100.00,13.886
101,1.590682e+01,,7.999998e-04,100.00,13.719
102,1.419555e+01,,7.999991e-04,100.00,13.730
103,1.477333e+01,,7.999979e-04,100.00,13.975
104,1.263089e+01,,7.999962e-04,100.00,13.812
105,1.289673e+01,,7.999941e-04,100.00,13.815
106,1.760479e+01,,7.999916e-04,100.00,13.808
107,1.323101e+01,,7.999885e-04,100.00,13.847
108,1.504361e+01,,7.999850e-04,100.00,13.938
109,1.262250e+01,,7.999810e-04,100.00,13.809
110,1.280407e+01,,7.999765e-04,100.00,13.808
111,1.218915e+01,,7.999716e-04,100.00,13.810
112,1.147888e+01,,7.999662e-04,100.00,13.812
113,1.262081e+01,,7.999603e-04,100.00,13.831
114,1.169856e+01,,7.999540e-04,100.00,13.957
115,1.080978e+01,,7.999472e-04,100.00,13.807
116,1.079179e+01,,7.999399e-04,100.00,13.805
117,1.088278e+01,,7.999322e-04,100.00,13.799
118,1.139875e+01,,7.999240e-04,100.00,13.804
119,1.102616e+01,,7.999153e-04,100.00,13.806
120,1.085031e+01,,7.999061e-04,100.00,13.804
121,9.671894e+00,,7.998965e-04,100.00,13.806
122,1.020786e+01,,7.998864e-04,100.00,13.801
123,1.015128e+01,,7.998758e-04,100.00,13.809
124,9.038794e+00,,7.998648e-04,100.00,13.806
125,1.028335e+01,,7.998533e-04,100.00,13.807
126,8.769962e+00,,7.998413e-04,100.00,13.806
127,1.001524e+01,,7.998289e-04,100.00,13.811
128,1.106192e+01,,7.998160e-04,100.00,13.806
129,8.272301e+00,,7.998026e-04,100.00,13.804
130,9.862220e+00,,7.997888e-04,100.00,13.807
131,8.272050e+00,,7.997745e-04,100.00,13.808
132,9.180380e+00,,7.997597e-04,100.00,13.805
133,8.669666e+00,,7.997444e-04,100.00,13.806
134,8.544187e+00,,7.997287e-04,100.00,13.806
135,8.169397e+00,,7.997125e-04,100.00,13.803
136,9.708222e+00,,7.996959e-04,100.00,13.802
137,7.317235e+00,,7.996787e-04,100.00,13.800
138,8.916538e+00,,7.996611e-04,100.00,13.803
139,8.175664e+00,,7.996431e-04,100.00,13.801
140,7.425019e+00,,7.996245e-04,100.00,13.801
141,8.949624e+00,,7.996055e-04,100.00,13.800
142,7.410176e+00,,7.995860e-04,100.00,13.800
143,8.912696e+00,,7.995661e-04,100.00,13.800
144,7.237630e+00,,7.995457e-04,100.00,13.799
145,7.527052e+00,,7.995248e-04,100.00,13.798
146,8.881318e+00,,7.995035e-04,100.00,13.801
147,7.655264e+00,,7.994816e-04,100.00,13.795
148,8.373428e+00,,7.994593e-04,100.00,13.797
149,8.569903e+00,,7.994366e-04,100.00,13.798
150,6.896649e+00,,7.994134e-04,100.00,13.797
151,7.922483e+00,,7.993897e-04,100.00,13.796
152,7.120433e+00,,7.993655e-04,100.00,13.795
153,7.238451e+00,,7.993409e-04,100.00,13.800
